"","sample","Sample_label","Sample_No","Full_Label","species_jetz","species_clean","species_binomial","family","sociality","mass_tidy","elevation_cat","foraging_cat","Powder.lvl","elevation_midpoint","ectoparasites_PA","Lice","Mites","Ticks","total_lice","Female","Male","Nimph","Eggs","total_mites","total_mesostigmatidae","total_no_feathers_mites","species_binomial.x","x","ectoparasite_code","species","species_taxonomy_SACC_2021","elevation_all_years","net_elevation","elevation","elevation_midpoint.1","Species_parameters","Station","X","day","month","year","full_date","date_status","date","year_seasonality"
"57","120872","P12","872","P120872","Monasa_nigrifrons","Monasa nigrifrons","Monasa_nigrifrons","Bucconidae",1,80.46733333,"lowland_manu","other","low",409,0,0,0,0,0,"0","0","0","0",0,0,0,NA,1158,"15_8_2012_pantiacolla_Monasa nigrifrons","Monasa nigrifrons","Monasa_nigrifrons",NA,NA,415,409,"Monasa nigrifrons","pantiacolla",NA,15,8,2012,"2012-8-15",NA,2012-08-15,"228"
"58","121117","P12","1117","P121117","Monasa_nigrifrons","Monasa nigrifrons","Monasa_nigrifrons","Bucconidae",1,80.46733333,"lowland_manu","other","low",409,0,0,0,0,0,"0","0","0","0",0,0,0,NA,1263,"19_9_2012_pantiacolla_Monasa nigrifrons","Monasa nigrifrons","Monasa_nigrifrons",381,NA,381,409,"Monasa nigrifrons","pantiacolla",NA,19,9,2012,"2012-9-19",NA,2012-09-19,"263"
"59","121372","P12","P121372","P121372","Malacoptila_semicincta","Malacoptila semicincta","Malacoptila_semicincta","Bucconidae",0,45.21722222,"lowland_manu","ground-midhigh","low",494.5,1,1,0,0,2,"2","0","0","0",0,0,0,NA,1374,"22_10_2012_pantiacolla_Malacoptila semicincta","Malacoptila semicincta","Malacoptila_semicincta",415,NA,415,494.5,"Malacoptila semicincta","pantiacolla",NA,22,10,2012,"2012-10-22",NA,2012-10-22,"296"
"60","120642","SP12","SP120642","SP120642","Rupicola_peruvianus","Rupicola peruvianus","Rupicola_peruvianus","Cotingidae",0,207.3219231,"montane_manu","ground-midhigh","low",1362,1,1,1,0,8,"3","3","2","0",9,0,0,"Rupicola_peruvianus",2049,"23_7_2012_san_pedro_Rupicola peruvianus","Rupicola peruvianus","Rupicola_peruvianus",1307,NA,1307,1362,"Rupicola peruvianus","san_pedro",NA,23,7,2012,"2012-7-23",NA,2012-07-23,"205"
"61","120665","SP12","SP120665","SP120665","Rupicola_peruvianus","Rupicola peruvianus","Rupicola_peruvianus","Cotingidae",0,207.3219231,"montane_manu","ground-midhigh","low",1362,1,1,1,0,15,"5","2","8","0",6,0,0,"Rupicola_peruvianus",2068,"24_7_2012_san_pedro_Rupicola peruvianus","Rupicola peruvianus","Rupicola_peruvianus",1307,NA,1307,1362,"Rupicola peruvianus","san_pedro",NA,24,7,2012,"2012-7-24",NA,2012-07-24,"206"
"62","120678","SP12","SP120678","SP120678","Rupicola_peruvianus","Rupicola peruvianus","Rupicola_peruvianus","Cotingidae",0,207.3219231,"montane_manu","ground-midhigh","low",1362,1,1,1,0,11,"4","3","4","0",8,1,1,"Rupicola_peruvianus",2083,"25_7_2012_san_pedro_Rupicola peruvianus","Rupicola peruvianus","Rupicola_peruvianus",1307,NA,1307,1362,"Rupicola peruvianus","san_pedro",NA,25,7,2012,"2012-7-25",NA,2012-07-25,"207"
"63","120797","SP12","SP120797","SP120797","Rupicola_peruvianus","Rupicola peruvianus","Rupicola_peruvianus","Cotingidae",0,207.3219231,"montane_manu","ground-midhigh","low",1362,1,1,1,0,62,"18","24","20","0",11,0,0,"Rupicola_peruvianus",1916,"14_8_2012_san_pedro_Rupicola peruvianus","Rupicola peruvianus","Rupicola_peruvianus",1362,NA,1362,1362,"Rupicola peruvianus","san_pedro",NA,14,8,2012,"2012-8-14",NA,2012-08-14,"227"
"64","120813","SP12","SP120813","SP120813","Malacoptila_fulvogularis","Malacoptila fulvogularis","Malacoptila_fulvogularis","Bucconidae",1,48.74470588,"montane_manu","undersory-midhigh","low",1395,0,0,0,0,0,"0","0","0","0",0,0,0,NA,1935,"19_8_2012_san_pedro_Malacoptila fulvogularis","Malacoptila fulvogularis","Malacoptila_fulvogularis",1337,NA,1337,1395,"Malacoptila fulvogularis","san_pedro",NA,19,8,2012,"2012-8-19",NA,2012-08-19,"232"
"65","120819","SP12","SP120819","SP120819","Rupicola_peruvianus","Rupicola peruvianus","Rupicola_peruvianus","Cotingidae",0,207.3219231,"montane_manu","ground-midhigh","low",1362,1,1,1,0,21,"2","7","12","0",13,0,0,"Rupicola_peruvianus",1939,"20_8_2012_san_pedro_Rupicola peruvianus","Rupicola peruvianus","Rupicola_peruvianus",1337,NA,1337,1362,"Rupicola peruvianus","san_pedro",NA,20,8,2012,"2012-8-20",NA,2012-08-20,"233"
"66","120821","SP12","SP120821","SP120821","Micromonacha_lanceolata","Micromonacha lanceolata","Micromonacha_lanceolata","Bucconidae",0,23.34,"montane_manu","ground-midhigh","low",1113.5,0,0,0,0,0,"0","0","0","0",0,0,0,NA,1936,"20_8_2012_san_pedro_Micromonacha lanceolata","Micromonacha lanceolata","Micromonacha_lanceolata",1337,NA,1337,1113.5,"Micromonacha lanceolata","san_pedro",NA,20,8,2012,"2012-8-20",NA,2012-08-20,"233"
"67","120878","SP12","SP120878","SP120878","Galbula_cyanescens","Galbula cyanescens","Galbula_cynescens","Galbulidae",1,24.96074074,"montane_manu","midhigh","low",486.5,0,0,0,0,0,"0","0","0","0",0,0,0,NA,1671,"30_8_2012_san_pedro_Galbula cyanescens","Galbula cyanescens","Galbula_cyanescens",1376,NA,1376,486.5,"Galbula cyanescens","san_pedro",NA,30,8,2012,"2012-8-30",NA,2012-08-30,"243"
"68","120917","SP12","SP120917","SP120917","Malacoptila_fulvogularis","Malacoptila fulvogularis","Malacoptila_fulvogularis","Bucconidae",1,48.74470588,"montane_manu","undersory-midhigh","low",1395,1,0,1,0,0,"0","0","0","0",1,0,0,"Malacoptila_fulvogularis",1697,"3_9_2012_san_pedro_Malacoptila fulvogularis","Malacoptila fulvogularis","Malacoptila_fulvogularis",1395,NA,1395,1395,"Malacoptila fulvogularis","san_pedro",NA,3,9,2012,"2012-9-3",NA,2012-09-03,"247"
"69","115929","P11","5929","P115929","Automolus_melanopezus","Automolus melanopezus","Automolus_melanopezus","Furnariidae",1,31.118,"lowland_manu","understory","high",413,1,1,1,0,40,"7","4","5","0",151,0,0,"Automolus_melanopezus",4177,"10_8_2011_pantiacolla_Automolus melanopezus",NA,"Automolus_melanopezus",NA,NA,397,413,"Automolus melanopezus","pantiacolla",NA,10,8,2011,"2011-8-10",NA,2011-08-10,"222"
"70","121176","SP12","SP121176","SP121176","Malacoptila_fulvogularis","Malacoptila fulvogularis","Malacoptila_fulvogularis","Bucconidae",1,48.74470588,"montane_manu","undersory-midhigh","low",1395,1,0,1,0,0,"0","0","0","0",1,1,1,"Malacoptila_fulvogularis",1841,"22_10_2012_san_pedro_Malacoptila fulvogularis","Malacoptila fulvogularis","Malacoptila_fulvogularis",1418,NA,1418,1395,"Malacoptila fulvogularis","san_pedro",NA,22,10,2012,"2012-10-22",NA,2012-10-22,"296"
"71","121189","SP12","SP121189","SP121189","Malacoptila_fulvogularis","Malacoptila fulvogularis","Malacoptila_fulvogularis","Bucconidae",1,48.74470588,"montane_manu","undersory-midhigh","low",1395,1,1,1,0,1,"0","1","0","0",5,0,0,"Malacoptila_fulvogularis",1842,"22_10_2012_san_pedro_Malacoptila fulvogularis","Malacoptila fulvogularis","Malacoptila_fulvogularis",1418,NA,1418,1395,"Malacoptila fulvogularis","san_pedro",NA,22,10,2012,"2012-10-22",NA,2012-10-22,"296"
"72","121234","SP12","SP121234","SP121234","Rupicola_peruvianus","Rupicola peruvianus","Rupicola_peruvianus","Cotingidae",0,207.3219231,"montane_manu","ground-midhigh","med",1362,1,1,0,0,8,"4","3","1","0",0,0,0,NA,1877,"25_10_2012_san_pedro_Rupicola peruvianus","Rupicola peruvianus","Rupicola_peruvianus",1418,NA,1418,1362,"Rupicola peruvianus","san_pedro",NA,25,10,2012,"2012-10-25",NA,2012-10-25,"299"
"73","121235","SP12","SP121235","SP121235","Malacoptila_fulvogularis","Malacoptila fulvogularis","Malacoptila_fulvogularis","Bucconidae",1,48.74470588,"montane_manu","undersory-midhigh","low",1395,0,0,0,0,0,"0","0","0","0",0,0,0,NA,1871,"25_10_2012_san_pedro_Malacoptila fulvogularis","Malacoptila fulvogularis","Malacoptila_fulvogularis",1418,NA,1418,1395,"Malacoptila fulvogularis","san_pedro",NA,25,10,2012,"2012-10-25",NA,2012-10-25,"299"
"74","121276","SP12","SP121276","SP121276","Malacoptila_fulvogularis","Malacoptila fulvogularis","Malacoptila_fulvogularis","Bucconidae",1,48.74470588,"montane_manu","undersory-midhigh","low",1395,1,0,1,0,0,"0","0","0","0",22,0,0,"Malacoptila_fulvogularis",2115,"7_11_2012_san_pedro_Malacoptila fulvogularis","Malacoptila fulvogularis","Malacoptila_fulvogularis",1307,NA,1307,1395,"Malacoptila fulvogularis","san_pedro",NA,7,11,2012,"2012-11-7",NA,2012-11-07,"312"
"75","121319","SP12","SP121319","SP121319","Rupicola_peruvianus","Rupicola peruvianus","Rupicola_peruvianus","Cotingidae",0,207.3219231,"montane_manu","ground-midhigh","low",1362,1,1,1,0,1,"0","0","1","0",4,0,0,"Rupicola_peruvianus",2191,"10_11_2012_san_pedro_Rupicola peruvianus","Rupicola peruvianus","Rupicola_peruvianus",1262,NA,1262,1362,"Rupicola peruvianus","san_pedro",NA,10,11,2012,"2012-11-10",NA,2012-11-10,"315"
"76","120250","W12","W120250","W120250","Pipreola_intermedia","Pipreola intermedia","Pipreola_intermedia","Cotingidae",1,48.25075,"high_montane_manu","undersory-midhigh","med",2648,0,0,0,0,0,"0","0","0","0",0,0,0,NA,2742,"24_7_2012_wayqecha_Pipreola intermedia","Pipreola intermedia","Pipreola_intermedia",NA,NA,NA,2648,"Pipreola intermedia","wayqecha",NA,24,7,2012,"2012-7-24",NA,2012-07-24,"206"
"77","120715","P12","715","P120715","Automolus_ochrolaemus","Automolus ochrolaemus","Automolus_ochrolaemus","Furnariidae",1,34.96803922,"lowland_manu","understory","low",680,0,0,0,0,0,"0","0","0","0",0,0,0,NA,5333,"___pantiacolla_Automolus ochrolaemus",NA,"Automolus_ochrolaemus",NA,NA,NA,680,"Automolus ochrolaemus","pantiacolla",NA,NA,NA,NA,NA,"check date",NA,NA
"78","120481","W12","W120481","W120481","Pipreola_intermedia","Pipreola intermedia","Pipreola_intermedia","Cotingidae",1,48.25075,"high_montane_manu","undersory-midhigh","med",2648,1,0,1,0,0,"0","0","0","0",5,0,0,"Pipreola_intermedia",2407,"6_9_2012_wayqecha_Pipreola intermedia","Pipreola intermedia","Pipreola_intermedia",2816,NA,2816,2648,"Pipreola intermedia","wayqecha",NA,6,9,2012,"2012-9-6",NA,2012-09-06,"250"
"79","120617","W12","W120617","W120617","Pipreola_intermedia","Pipreola intermedia","Pipreola_intermedia","Cotingidae",1,48.25075,"high_montane_manu","undersory-midhigh","med",2648,1,1,1,0,3,"0","1","2","0",2,0,0,"Pipreola_intermedia",2371,"4_10_2012_wayqecha_Pipreola arcuata","Pipreola arcuata","Pipreola_arcuata",2995,NA,2995,2648,"Pipreola arcuata","wayqecha",NA,4,10,2012,"2012-10-4",NA,2012-10-04,"278"
"80","120650","W12","W120650","W120650","Pipreola_arcuata","Pipreola arcuata","Pipreola_arcuata","Cotingidae",0,101.4315,"high_montane_manu","undersory-midhigh","high",2750,1,1,0,0,2,"1","0","1","0",0,0,0,NA,2724,"9_10_2012_wayqecha_Pipreola arcuata","Pipreola arcuata","Pipreola_arcuata",3013,NA,3013,2750,"Pipreola arcuata","wayqecha",NA,9,10,2012,"2012-10-9",NA,2012-10-09,"283"
"81","120662","W12","W120662","W120662","Pipreola_intermedia","Pipreola intermedia","Pipreola_intermedia","Cotingidae",1,48.25075,"high_montane_manu","undersory-midhigh","high",2648,1,0,1,0,0,"0","0","0","0",5,0,0,"Pipreola_intermedia",2709,"11_10_2012_wayqecha_Pipreola intermedia","Pipreola intermedia","Pipreola_intermedia",2833,NA,2833,2648,"Pipreola intermedia","wayqecha",NA,11,10,2012,"2012-10-11",NA,2012-10-11,"285"
"82","120683","W12","W120683","W120683","Pipreola_arcuata","Pipreola arcuata","Pipreola_arcuata","Cotingidae",0,101.4315,"high_montane_manu","undersory-midhigh","high",2750,0,0,0,0,0,"0","0","0","0",0,0,0,NA,2664,"15_10_2012_wayqecha_Pipreola arcuata","Pipreola arcuata","Pipreola_arcuata",2742,NA,2742,2750,"Pipreola arcuata","wayqecha",NA,15,10,2012,"2012-10-15",NA,2012-10-15,"289"
"83","120693","W12","W120693","W120693","Pipreola_intermedia","Pipreola intermedia","Pipreola_intermedia","Cotingidae",1,48.25075,"high_montane_manu","undersory-midhigh","high",2648,1,0,1,0,0,"0","0","0","0",17,0,0,"Pipreola_intermedia",2654,"15_10_2012_wayqecha_Pipreola intermedia","Pipreola intermedia","Pipreola_intermedia",2742,NA,2742,2648,"Pipreola intermedia","wayqecha",NA,15,10,2012,"2012-10-15",NA,2012-10-15,"289"
"84","120701","W12","W120701","W120701","Pipreola_intermedia","Pipreola intermedia","Pipreola_intermedia","Cotingidae",1,48.25075,"high_montane_manu","undersory-midhigh","high",2648,1,0,1,0,0,"0","0","0","0",6,0,0,"Pipreola_intermedia",2655,"15_10_2012_wayqecha_Pipreola intermedia","Pipreola intermedia","Pipreola_intermedia",2742,NA,2742,2648,"Pipreola intermedia","wayqecha",NA,15,10,2012,"2012-10-15",NA,2012-10-15,"289"
"85","120717","W12","W120717","W120717","Pipreola_arcuata","Pipreola arcuata","Pipreola_arcuata","Cotingidae",0,101.4315,"high_montane_manu","undersory-midhigh","med",2750,1,1,1,0,10,"1","3","6","0",6,0,0,"Pipreola_arcuata",2688,"16_10_2012_wayqecha_Pipreola arcuata","Pipreola arcuata","Pipreola_arcuata",2742,NA,2742,2750,"Pipreola arcuata","wayqecha",NA,16,10,2012,"2012-10-16",NA,2012-10-16,"290"
"86","120722","W12","W120722","W120722","Pipreola_arcuata","Pipreola arcuata","Pipreola_arcuata","Cotingidae",0,101.4315,"high_montane_manu","undersory-midhigh","med",2750,1,1,1,0,7,"1","1","5","0",3,0,0,"Pipreola_arcuata",2689,"16_10_2012_wayqecha_Pipreola arcuata","Pipreola arcuata","Pipreola_arcuata",2742,NA,2742,2750,"Pipreola arcuata","wayqecha",NA,16,10,2012,"2012-10-16",NA,2012-10-16,"290"
"87","120737","W12","W120737","W120737","Pipreola_arcuata","Pipreola arcuata","Pipreola_arcuata","Cotingidae",0,101.4315,"high_montane_manu","undersory-midhigh","med",2750,1,1,1,0,13,"8","3","2","0",8,0,0,"Pipreola_arcuata",2691,"16_10_2012_wayqecha_Pipreola arcuata","Pipreola arcuata","Pipreola_arcuata",2742,NA,2742,2750,"Pipreola arcuata","wayqecha",NA,16,10,2012,"2012-10-16",NA,2012-10-16,"290"
"88","120816","W12","W120816","W120816","Pipreola_intermedia","Pipreola intermedia","Pipreola_intermedia","Cotingidae",1,48.25075,"high_montane_manu","undersory-midhigh","med",2648,1,0,1,0,0,"0","0","0","0",2,0,0,"Pipreola_intermedia",2633,"20_10_2012_wayqecha_Pipreola intermedia","Pipreola intermedia","Pipreola_intermedia",2681,NA,2681,2648,"Pipreola intermedia","wayqecha",NA,20,10,2012,"2012-10-20",NA,2012-10-20,"294"
"89","121017","W12","W121017","W121017","Pipreola_intermedia","Pipreola intermedia","Pipreola_intermedia","Cotingidae",1,48.25075,"high_montane_manu","undersory-midhigh","low",2648,1,1,1,0,1,"0","0","1","0",7,0,0,"Pipreola_intermedia",2451,"20_11_2012_wayqecha_Pipreola intermedia","Pipreola intermedia","Pipreola_intermedia",2650,NA,2650,2648,"Pipreola intermedia","wayqecha",NA,20,11,2012,"2012-11-20",NA,2012-11-20,"325"
"90","121018","W12","W121018","W121018","Pipreola_intermedia","Pipreola intermedia","Pipreola_intermedia","Cotingidae",1,48.25075,"high_montane_manu","undersory-midhigh","med",2648,1,1,1,0,2,"0","0","2","0",21,0,0,"Pipreola_intermedia",2452,"20_11_2012_wayqecha_Pipreola intermedia","Pipreola intermedia","Pipreola_intermedia",2650,NA,2650,2648,"Pipreola intermedia","wayqecha",NA,20,11,2012,"2012-11-20",NA,2012-11-20,"325"
"91","121045","W12","W121045","W121045","Pipreola_intermedia","Pipreola intermedia","Pipreola_intermedia","Cotingidae",1,48.25075,"high_montane_manu","undersory-midhigh","med",2648,1,0,1,0,0,"0","0","0","0",19,0,0,"Pipreola_intermedia",2480,"21_11_2012_wayqecha_Pipreola intermedia","Pipreola intermedia","Pipreola_intermedia",2650,NA,2650,2648,"Pipreola intermedia","wayqecha",NA,21,11,2012,"2012-11-21",NA,2012-11-21,"326"
"92","121150","W12","W121150","W121150","Pipreola_intermedia","Pipreola intermedia","Pipreola_intermedia","Cotingidae",1,48.25075,"high_montane_manu","undersory-midhigh","low",2648,0,0,0,0,0,"0","0","0","0",0,0,0,NA,2541,"1_12_2012_wayqecha_Pipreola intermedia","Pipreola intermedia","Pipreola_intermedia",2521,NA,2521,2648,"Pipreola intermedia","wayqecha",NA,1,12,2012,"2012-12-1",NA,2012-12-01,"336"
"93","13356","SP13","SP13356","SP13356","Malacoptila_fulvogularis","Malacoptila fulvogularis","Malacoptila_fulvogularis","Bucconidae",1,48.74470588,"montane_manu","undersory-midhigh","med",1395,0,0,0,0,0,"0","0","0","0",0,0,0,NA,3359,"14_11_2013_san_pedro_Malacoptila fulvogularis","Malacoptila fulvogularis","Malacoptila_fulvogularis",1573,NA,1573,1395,"Malacoptila fulvogularis","san_pedro",NA,14,11,2013,"2013-11-14",NA,2013-11-14,"318"
"94","130043","P13","P130043","P130043","Malacoptila_semicincta","Malacoptila semicincta","Malacoptila_semicincta","Bucconidae",0,45.21722222,"lowland_manu","ground-midhigh","very low",494.5,0,0,0,0,0,"0","0","0","0",0,0,0,NA,2897,"27_8_2013_pantiacolla_Malacoptila semicincta","Malacoptila semicincta","Malacoptila_semicincta",432,NA,432,494.5,"Malacoptila semicincta","pantiacolla",NA,27,8,2013,"2013-8-27",NA,2013-08-27,"239"
"95","130063","P13","P130063","P130063","Malacoptila_semicincta","Malacoptila semicincta","Malacoptila_semicincta","Bucconidae",0,45.21722222,"lowland_manu","ground-midhigh","very low",494.5,0,0,0,0,0,"0","0","0","0",0,0,0,NA,2910,"28_8_2013_pantiacolla_Malacoptila semicincta","Malacoptila semicincta","Malacoptila_semicincta",432,NA,432,494.5,"Malacoptila semicincta","pantiacolla",NA,28,8,2013,"2013-8-28",NA,2013-08-28,"240"
"96","130357","P13","P130357","P130357","Malacoptila_semicincta","Malacoptila semicincta","Malacoptila_semicincta","Bucconidae",0,45.21722222,"lowland_manu","ground-midhigh","low",494.5,0,0,0,0,0,"0","0","0","0",0,0,0,NA,3051,"17_9_2013_pantiacolla_Malacoptila semicincta","Malacoptila semicincta","Malacoptila_semicincta",415,NA,415,494.5,"Malacoptila semicincta","pantiacolla",NA,17,9,2013,"2013-9-17",NA,2013-09-17,"260"
"97","130765","P13","765","P130765","Galbula_cyanescens","Galbula cyanescens","Galbula_cyanescens","Galbulidae",1,24.96074074,"lowland_manu","midhigh","very low",486.5,1,1,0,0,1,"0","1","0","0",0,0,0,NA,3194,"13_10_2013_pantiacolla_Galbula cyanescens","Galbula cyanescens","Galbula_cyanescens",392,NA,392,486.5,"Galbula cyanescens","pantiacolla",NA,13,10,2013,"2013-10-13",NA,2013-10-13,"286"
"98","130133","W13","133","W130133","Pipreola_intermedia","Pipreola intermedia","Pipreola_intermedia","Cotingidae",1,48.25075,"high_montane_manu","undersory-midhigh","very low",2648,1,0,1,0,0,"0","0","0","0",3,0,0,"Pipreola_intermedia",3760,"31_8_2013_wayqecha_Pipreola intermedia","Pipreola intermedia","Pipreola_intermedia",2650,NA,2650,2648,"Pipreola intermedia","wayqecha",NA,31,8,2013,"2013-8-31",NA,2013-08-31,"243"
"99","120800","P12","800","P120800","Automolus_ochrolaemus","Automolus ochrolaemus","Automolus_ochrolaemus","Furnariidae",1,34.96803922,"lowland_manu","understory","low",680,0,0,0,0,0,"0","0","0","0",0,0,0,NA,4411,"21_7_2012_pantiacolla_Automolus ochrolaemus",NA,"Automolus_ochrolaemus",NA,NA,NA,680,"Automolus ochrolaemus","pantiacolla",NA,21,7,2012,"2012-7-21",NA,2012-07-21,"203"
"100","120030","SP12","30","SP120030","Basileuterus_bivittatus","Myiothlypis bivittata","Myiothlypis_bivittata","Parulidae",1,15.17214286,"montane_manu","midhigh","med",1217,0,0,0,0,0,"0","0","0","0",0,0,0,NA,4562,"20_6_2012_san_pedro_Basileuterus bivittatus",NA,"Myiothlypis_bivittata",NA,NA,1387,1217,"Basileuterus bivittatus","san_pedro",NA,20,6,2012,"2012-6-20",NA,2012-06-20,"172"
"101","130514","W13","514","W130514","Pipreola_arcuata","Pipreola arcuata","Pipreola_arcuata","Cotingidae",0,101.4315,"high_montane_manu","undersory-midhigh","low",2750,0,0,0,0,0,"0","0","0","0",0,0,0,NA,4071,"23_10_2013_wayqecha_Pipreola arcuata","Pipreola arcuata","Pipreola_arcuata",2743,NA,2743,2750,"Pipreola arcuata","wayqecha",NA,23,10,2013,"2013-10-23",NA,2013-10-23,"296"
"102","130657","W13","657","W130657","Pipreola_intermedia","Pipreola intermedia","Pipreola_intermedia","Cotingidae",1,48.25075,"high_montane_manu","undersory-midhigh","low",2648,1,0,1,0,0,"0","0","0","0",44,0,0,"Pipreola_intermedia",3853,"10_11_2013_wayqecha_Pipreola intermedia","Pipreola intermedia","Pipreola_intermedia",2521,NA,2521,2648,"Pipreola intermedia","wayqecha",NA,10,11,2013,"2013-11-10",NA,2013-11-10,"314"
"103","130693","W13","693","W130693","Pipreola_intermedia","Pipreola intermedia","Pipreola_intermedia","Cotingidae",1,48.25075,"high_montane_manu","undersory-midhigh","low",2648,1,0,1,0,0,"0","0","0","0",105,0,0,"Pipreola_intermedia",3884,"13_11_2013_wayqecha_Pipreola intermedia","Pipreola intermedia","Pipreola_intermedia",2617,NA,2617,2648,"Pipreola intermedia","wayqecha",NA,13,11,2013,"2013-11-13",NA,2013-11-13,"317"
"104","110159","SP11","159","SP110159","Basileuterus_bivittatus","Myiothlypis bivittata","Myiothlypis_bivittata","Parulidae",1,15.17214286,"montane_manu","midhigh","high",1217,1,1,1,0,1,"1","0","0","0",4,0,0,"Myiothlypis_bivittata",4260,"5_10_2011_san_pedro_Basileuterus bivittatus",NA,"Myiothlypis_bivittata",NA,NA,1337,1217,"Basileuterus bivittatus","san_pedro",NA,5,10,2011,"2011-10-5",NA,2011-10-05,"278"
"105","130861","W13","861","W130861","Pipreola_intermedia","Pipreola intermedia","Pipreola_intermedia","Cotingidae",1,48.25075,"high_montane_manu","undersory-midhigh","med",2648,1,0,1,0,0,"0","0","0","0",4,0,0,"Pipreola_intermedia",4037,"25_11_2013_wayqecha_Pipreola intermedia","Pipreola intermedia","Pipreola_intermedia",2833,NA,2833,2648,"Pipreola intermedia","wayqecha",NA,25,11,2013,"2013-11-25",NA,2013-11-25,"329"
"106","130862","W13","862","W130862","Pipreola_intermedia","Pipreola intermedia","Pipreola_intermedia","Cotingidae",1,48.25075,"high_montane_manu","undersory-midhigh","med",2648,1,0,1,0,0,"0","0","0","0",37,0,0,"Pipreola_intermedia",4038,"25_11_2013_wayqecha_Pipreola intermedia","Pipreola intermedia","Pipreola_intermedia",2833,NA,2833,2648,"Pipreola intermedia","wayqecha",NA,25,11,2013,"2013-11-25",NA,2013-11-25,"329"
"107","130473","W12","473","W130473","Pipreola_arcuata","Pipreola arcuata","Pipreola_arcuata","Cotingidae",0,101.4315,"high_montane_manu","undersory-midhigh","med",2750,0,0,0,0,0,"0","0","0","0",0,0,0,NA,3670,"15_10_2013_wayqecha_Pipreola arcuata","Pipreola arcuata","Pipreola_arcuata",2973,NA,2973,2750,"Pipreola arcuata","wayqecha",NA,15,10,2013,"2013-10-15",NA,2013-10-15,"288"
